,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3415,FLAT F 26/F CITY HUB  ,3,14/8/2018,6.69,267,-,25045,-,-,-
3416,FLAT D4 4/F BLOCK D LOONG KING MANSION ,46,14/8/2018,5.45,386,462,14119,11797,5342,891
3417,FLAT C 7/F IN HOUSE  ,12,14/8/2018,6.5,412,591,15777,10998,3102,162
3418,FLAT F 4/F CAMBO MANSION  ,35,14/8/2018,4.55,285,360,15965,12639,1490,76
3419,FLAT K 6/F WONG TECK BUILDING  ,46,14/8/2018,3.78,294,-,12857,-,-,
3420,FLAT B 10/F PO YUEN MANSION  ,28,14/8/2018,4.75,324,448,14660,10603,-,
3421,FLAT A (NO. 23) 3/F YEN CHEONG BUILDING  ,49,13/8/2018,6.39,645,-,9907,-,2015,89
3422,FLAT 5 10/F BLOCK F HANG CHIEN COURT WYLER GARDENS,41,13/8/2018,5.58,336,394,16607,14162,-,
3423,FLAT F 16/F BLOCK 2 SUNSHINE PLAZA ,29,10/8/2018,6,381,487,15748,12320,2342,101
3424,NO. 328 1/F 328 MA TAU WAI ROAD  ,64,10/8/2018,4,639,-,6260,-,-,
3425,REAR 1/F 68C TO KWA WAN ROAD  ,61,10/8/2018,6.8,423,-,16076,-,1516,209
3426,FRONT FLAT 2 8/F 70 TO KWA WAN ROAD  ,60,10/8/2018,3.6,198,-,18182,-,-,
3427,FLAT C 23/F HING CHEUNG BUILDING  ,31,9/8/2018,5.99,308,443,19448,13521,1486,77
3428,NO. 8 (FRONT) 7/F PAK TAI MANSION  ,58,9/8/2018,5.85,592,-,9882,-,-,
3429,NO. 22 5/F HUNG WU BUILDING  ,55,9/8/2018,6,582,-,10309,-,-,
3430,FLAT A 1/F ON PING BUILDING ON WO GARDENS ,46,9/8/2018,5.35,473,572,11311,9353,4017,309
3431,FLAT C 10/F LUCKY COURT  ,23,8/8/2018,4.5,280,412,16071,10922,4022,502
3432,FLAT G 4/F CHUNG SHUN BUILDING  ,56,8/8/2018,4.32,380,-,11368,-,-,
3433,FLAT C 12/F ON WO BUILDING ON WO GARDENS ,47,8/8/2018,6.22,490,592,12694,10507,8078,320
3434,FLAT A2 12/F BLOCK A FOK ON BUILDING ,44,8/8/2018,4.34,378,-,11481,-,-,
3435,FLAT G 21/F CITY HUB  ,3,8/8/2018,8.98,365,-,24589,-,-,-
3436,FLAT A 3/F 39 HUNG FOOK STREET  ,63,7/8/2018,2.12,217,-,9770,-,-,
3437,NO. 124 7/F 124 MA TAU WAI ROAD  ,57,7/8/2018,4.78,651,-,7343,-,5257,653
3438,FLAT 7 13/F BLOCK B I-FENG MANSIONS ,48,7/8/2018,5.8,580,-,10000,-,-,
3439,FLAT E 11/F WAH KING MANSION  ,43,7/8/2018,3.5,336,450,10417,7778,1368,25
3440,NO. 26 3/F 26 SHIM LUEN STREET  ,61,7/8/2018,4,530,-,7547,-,-,
3441,NO. 47 5/F 47 HUNG FOOK STREET  ,63,7/8/2018,5.02,610,-,8234,-,-,
3442,FLAT B 3/F ON PING BUILDING ON WO GARDENS ,46,7/8/2018,4,473,601,8457,6656,4166,260
3443,NO. 285A 3/F TOKWAWAN MANSION  ,54,7/8/2018,3.2,344,480,9302,6667,7301,244
3444,NO. 21 6/F 21 YING YEUNG STREET  ,61,6/8/2018,4.85,516,-,9399,-,-,
3445,NO. 24 5/F 24 NGAN HON STREET  ,62,6/8/2018,4.5,564,-,7973,-,5505,0
3446,FLAT B 14/F WAH LAI MANSION  ,42,3/8/2018,4,290,-,13793,-,1396,78
3447,FLAT G 40/F TOWER 1 GRAND WATERFRONT ,14,3/8/2018,7,384,521,18229,13436,3145,148
3448,NO. 43 (FLAT A) 5/F 43 HUNG FOOK STREET  ,63,3/8/2018,2.19,263,-,8335,-,2570,57
